REF_AREA,Reference area,MEASURE,Measure2,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,TIME_PERIOD,Time period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,TIMELINESS,Timeliness3,OBS_VALUE
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13290.9
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13487.02
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15940.46
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14088.68
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13075.84
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16031.91
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",19170.59
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",17255.68
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16085.36
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15268.51
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14943.98
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14981.17
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14740.6
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16535.17
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15829.79
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15305.69
SGP,Singapore,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15921.45
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,7.57
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.19
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.67
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.8
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,8.72
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,9.14
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,9.2
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,9.84
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,10.26
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,10.55
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,10.62
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,11.11
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,11.04
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,11.99
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,12.15
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,12.03
SGP,Singapore,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,12.38
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",80532.02
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",86339.31
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",92626.08
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",92809
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",90657.56
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",102779.09
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",108661.71
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",112620.84
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",117231.45
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",121027.08
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",123609.49
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",127031.03
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",131700.53
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",135345.74
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",136063.79
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",129829.81
SGP,Singapore,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",141471.92
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8045.75
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8284.01
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8417.69
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8353.98
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8329.49
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8171.52
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8255.4
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8250
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7877.43
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",7985.59
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8170.64
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8191.43
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8538.06
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9047.69
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9037.02
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",8946.52
THA,Thailand,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9267.26
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,3.98
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.14
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.23
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.21
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.36
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.34
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.41
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.4
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.37
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.48
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.49
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.72
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.92
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,5.18
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,5.08
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.96
THA,Thailand,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,5.19
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",12136.55
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",12634.16
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13214.71
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13339.88
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",13150.28
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14043.75
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",14074.01
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15000.08
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15313.11
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15382.04
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",15791.19
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16260.04
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16867.92
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",17526.96
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",17861.08
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16752.53
THA,Thailand,GDP_RCAP,Real GDP per capita,USD_PPP_PS,"US dollars per person, PPP converted",_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",16994.86
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9409.43
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9821.33
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9775.44
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2008,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9655.66
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2009,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9324.19
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2010,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9005.51
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2011,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9566.57
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2012,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9964.06
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2013,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",10234.86
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2014,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9736.7
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2015,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",11290.94
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2016,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",10938.64
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2017,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",11269.46
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2018,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",10243.99
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2019,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9770.73
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2020,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",9917.65
VNM,Viet Nam,NRG_PROD,"Energy productivity, GDP per unit of TES",USD_TOE,US dollars per tonne of oil equivalent,_T,Total - all activities,2021,,A,Normal value,0,Units,Q,Constant prices,2015,1,"1 year lag, timely",10387.67
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2005,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.9
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2006,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,5.1
VNM,Viet Nam,CO2_PBPROD,"Production-based CO2 productivity, GDP per unit of energy-related CO2 emissions",USD_CO2,US dollars per unit of CO2,_T,Total - all activities,2007,,A,Normal value,0,Units,Q,Constant prices,2015,2,2 years lag,4.95
